,Hotel,Review,Score
7386,Henry VIII, Good location 5 minute walk to tube and only 1 min walk to Hyde Park Friendly staff and good facilities Breakfast choice was good and plentiful ,0.8979
7387,Henry VIII, Comfy bed and a good selection at breakfast ,0.4404
7388,Henry VIII, Location,0
7389,Henry VIII, Facilities good and staff very friendly clean and great breakfast,0.9256
7390,Henry VIII, Price and location,0
7392,Henry VIII, Friendly helpful staff Comfortable room Good location near Hyde Park ,0.9042
7395,Henry VIII, Tucked away in a quiet street Very close to buses tubes and trains ,0
7396,Henry VIII, Good Breakfast with a fair amount of fruit,0.6369
7397,Henry VIII, The window,0
7398,Henry VIII, Good location,0.4404
7400,Henry VIII, Great location Helpful staff ,0.7845
7401,Henry VIII, Nothing,0
7402,Henry VIII, Vicinity to paddington station,0
7404,Henry VIII, Good breakfast Good facilities and location ,0.7003
7406,Henry VIII, Location,0
7407,Henry VIII, Room nice and comfy,0.4215
7408,Henry VIII, Nothing,0
7409,Henry VIII, Breakfast very good room comfy pool good staff very helpfull,0.7264
7413,Henry VIII, We choose Henry because of great location,0.6249
7414,Henry VIII, The workers were really really friendly The breakfast was really good ,0.7884
7415,Henry VIII, Good location,0.4404
7416,Henry VIII, Lovely swimming pool and breakfast,0.5859
7417,Henry VIII, Location Close to the West End Swimming pool ,0
7419,Henry VIII, Nice quiet location friendly staff Clean room,0.8271
7420,Henry VIII, Very good price fot this kind of hotel in London with a very nice swimming pool,0.742
7421,Henry VIII, Nice breakfast,0.4215
7422,Henry VIII, I really liked the pool very relaxing ,0.764
7423,Henry VIII, The staff at reception were all excellent cheerful and happy to engage with customers ,0.9231
7424,Henry VIII, Staff,0
7425,Henry VIII, Good welcome most staff polite pool looked inviting good breakfast good wifi ,0.9186
7426,Henry VIII, Breakfast,0
7427,Henry VIII, Good place kind staff swimming pool Good for short stay,0.8481
7428,Henry VIII, Basic and did what it needed for the price but nothing around the hotel,0
7429,Henry VIII, Staff were very helpful so close to Hyde Park,0.4754
7430,Henry VIII, good location,0.4404
7431,Henry VIII, Friendly staff Comfy bed Good location,0.7269
7432,Henry VIII, Location ,0
7433,Henry VIII, Every thing u should find smoking area not standing in front hotel,0
7435,Henry VIII, I m not sure there was anything Location was good,0.2354
7436,Henry VIII, Bad experience wish I never went the rooms are small and the breakfasts wasn t taste good,0.2732
7437,Henry VIII, Nothing,0
7439,Henry VIII, Near to Hyde Park ,0
7440,Henry VIII, Great location with a nice pub close by Breakfast was fab ,0.872
7441,Henry VIII, Breakfast good,0.4404
7442,Henry VIII, The pool was lovely the water was really warm like swimming in a warm bath ,0.8648
7444,Henry VIII, Everything was great the breakfast was of a very good standard,0.807
7445,Henry VIII, Check in staff very friendly and helpful ,0.762
7447,Henry VIII, staff,0
7448,Henry VIII, Breakfast was excellent Bed comfortable Very friendly staff ,0.8883
7449,Henry VIII, fresh fruit at breakfast ,0.3182
7450,Henry VIII, Lovely swimming pool very relaxing ,0.807
7451,Henry VIII, Delicious breakfast included with excellent choice of cold and hot options ,0.8126
7452,Henry VIII, Helpful courteous staff Good location Pool,0.8402
7453,Henry VIII, The pool was great and the staff were very friendly and helpful,0.8923
7454,Henry VIII, Could open windows ,0
7455,Henry VIII, Stars means something really different in other countries I like the place and people but I imagined bigger rooms ,0.1901
7456,Henry VIII, Very helpful reception staff,0.4754
7457,Henry VIII, Breakfast was surprisingly good given the state of decor in the hotel ,0.6249
7458,Henry VIII, The location,0
7459,Henry VIII, It was a clean enough hotel,0.4019
7461,Henry VIII, The location is great and staff is nice ,0.7845
7462,Henry VIII, The friendly staff and comfortable rooms made for a relaxing break We were made to feel very welcome and enjoyed our stay at the Hotel,0.9482
7463,Henry VIII, Fresh fruit available at breakfast,0.3182
7464,Henry VIII, Swimming pool perfect for relaxing after intense visiting days ,0.802
7465,Henry VIII, Great location in a quite street near to Hyde park and many restaurants and supermarkets Friendly staff ,0.8074
7466,Henry VIII, Location great,0.6249
7467,Henry VIII, Good and plentiful breakfast,0.4404
7468,Henry VIII, Location,0
7469,Henry VIII, Excellent breakfast Very nice bilingual staff 3 min to a bus stop and 5 min to a tube station Feels very safe,0.8746
7470,Henry VIII, Staff friendly and helpful location good Breakfast good room ok but uncomfortably hot,0.4497
7472,Henry VIII, Swimming pool location,0
7474,Henry VIII, Like the High celling with celling fan Room n bathroon were very clean Convenience location nice and friendly staffs,0.9152
7475,Henry VIII, Nothing,0
7476,Henry VIII, Cheap old hotel needs total modernisation ,0
7477,Henry VIII, Bed nice Did not eat croissants Staffvery pleasant and efficient,0.836
7478,Henry VIII, Everything,0
7479,Henry VIII, location is the only positive thing about this hotel,0.5574
7480,Henry VIII, pool,0
7482,Henry VIII, Staff friendly,0.4939
7483,Henry VIII, Rooms were small but clean Breakfast very good Staff good Overall a good place for the price ,0.9512
7484,Henry VIII, Good breakfast good location,0.7003
7485,Henry VIII, Good breakfast Good bed,0.7003
7486,Henry VIII, not a lot,0
7487,Henry VIII, Staff very so friendly and very helpful went above and beyond,0.8204
7488,Henry VIII, Thank you very helpful staff we were able to leave our bags in the hotel until train time which was great ,0.8588
7489,Henry VIII, Good location and excellent breakfast ,0.765
7490,Henry VIII, Plenty of choice for breakfast Everything was included in the room even an ironing board ,0
7491,Henry VIII, Reception staff very helpful,0.4754
7492,Henry VIII, The staff were lovely and accommodating the location is great and breakfast is very good ,0.902
7493,Henry VIII, The room was quiet I could not hear the guests in the other rooms,0
7495,Henry VIII, I like the room whear I stay breakfast is good ,0.6597
7496,Henry VIII, Location,0
7497,Henry VIII, Good value for money good location swimming pool although didn t get to use,0.802
7499,Henry VIII, Good location near the park ,0.4404
7500,Henry VIII, Nothing,0
7501,Henry VIII, Friendly staff Clean and adequate for what we wanted ,0.7783
7502,Henry VIII, The breakfast,0
7503,Henry VIII, The area was nice and the indoor pool WA also,0.4215
7504,Henry VIII, Location and staff ,0
7505,Henry VIII, Excellent location friendly staff comfy bed ,0.7845
7506,Henry VIII, Breakfast really good value ,0.707
7507,Henry VIII, Good breakfast ,0.4404
7508,Henry VIII, Breakfast ,0
7509,Henry VIII, Location and friendly staff,0.4939
7510,Henry VIII, Comfortable lovely room and great location Staff friendly,0.9371
7511,Henry VIII, Cleaning Breakfast and location were very good ,0.4927
7513,Henry VIII, The swimming pool The breakfast The staff were very helpful and polite ,0.4754
7514,Henry VIII, Great location friendly staff,0.8074
7515,Henry VIII, size of bedroom swimming pool location,0
7516,Henry VIII, the staff was very helpful and very friendly breakfast was perfect,0.883
7517,Henry VIII, Location was good building looked lovely weather was great ,0.8957
7518,Henry VIII, staff very helpful,0.4754
7519,Henry VIII, Loved pool and sauna however small after busy day in London,0.5994
7520,Henry VIII, The room was extremely compact but perfectly comfortable and the shower was excellent ,0.9565
7521,Henry VIII, Staff very friendly and helpful Hotel looking a bit tired in parts ,0.5657
7522,Henry VIII, The staff is very polite and nice,0.4703
7524,Henry VIII, Comfy bed,0
7525,Henry VIII, Bed was comfy wifi strong,0.5106
7526,Henry VIII, The bed was very good firm one ,0.4927
7527,Henry VIII, The location was close to Kensington Park and close to public transport,0
7528,Henry VIII, Great staff very welcoming and friendly,0.8947
7529,Henry VIII, Affordable pool breakfast,0
7530,Henry VIII, Great staff nice breakfast Overall an enjoyable stay and good value for money,0.9337
7531,Henry VIII, Spacious room comfortable bed good shower,0.7351
7532,Henry VIII, Very clean hotel Good size rooms Great staff,0.8822
7533,Henry VIII, Nothing,0
7534,Henry VIII, Free wifi air conditioning good breakfast,0.7351
7536,Henry VIII, Location,0
7537,Henry VIII, Location pool and cost ,0
7538,Henry VIII, Overall a very enjoyable stay,0.4927
7539,Henry VIII, Nothing,0
7541,Henry VIII, Staff were extremely helpful and friendly particularly the gentleman that booked me in at 11 30pm on a Saturday evening Lovely ,0.8849
7542,Henry VIII, good location,0.4404
7543,Henry VIII, Nice place and kleen,0.4215
7544,Henry VIII, Fabulous pool,0.5267
7545,Henry VIII, Quiet location,0
7546,Henry VIII, sauna swimming pool,0
7547,Henry VIII, Location cleanliness and staff,0
7551,Henry VIII, Very welcoming reception staff Nothing too much trouble Excellent healthy choices at breakfast Very comfortable bed and room ,0.9376
7552,Henry VIII, Everything,0
7553,Henry VIII, Nothing in particular Standard ,0
7554,Henry VIII, yes,0.4019
7555,Henry VIII, Definitely NOT four stars ,0.4019
7556,Henry VIII, The spa,0
7557,Henry VIII, Staff ware friendly and also I like the location,0.6908
7558,Henry VIII, Location Cheap,0
7560,Henry VIII, Staff breakfast location and facilities Everything was perfect ,0.5719
7561,Henry VIII, Good area to stay with excellent access to transport Nice room clean ,0.9022
7562,Henry VIII, Great location near the tube and Hyde park Full breakfast friendly staff and pool Ideal ,0.8934
