,Hotel,Review,Score
6573,Park Lane Mews Hotel, Telephone in room broken trouser press not working sink not empyting,-0.4767
6575,Park Lane Mews Hotel, Shabby tiny rooms Poor attention to detail by staff ,-0.4767
6576,Park Lane Mews Hotel, small room service choice no wifi in room only communal area Noise from street,-0.296
6577,Park Lane Mews Hotel, Rooms where tiny and no power in shower or toilet flush,-0.296
6578,Park Lane Mews Hotel, Room too small for price even though upgraded,0
6580,Park Lane Mews Hotel, Being charged extra for a late check out which was requested in advance ,-0.2023
6583,Park Lane Mews Hotel, Lounge furniture need to be upgraded,0
6584,Park Lane Mews Hotel, the tv in the room no working early morning the bin man collecting rubbish making very loud noise about 15min even the window closed ,-0.296
6585,Park Lane Mews Hotel, The hotel was dirty noisy and certainly not value for money,-0.5
6586,Park Lane Mews Hotel, Very small bath ,0
6587,Park Lane Mews Hotel, Room was rather dated and basic for the cost ,0
6588,Park Lane Mews Hotel, Not good value for the price Really slow staff poor customer service,-0.7786
6589,Park Lane Mews Hotel, very small room needed light bulbs changing which took quite awhile,0
6591,Park Lane Mews Hotel, Poor outlook on bins,-0.4767
6592,Park Lane Mews Hotel, Room little small but still,0
6593,Park Lane Mews Hotel, Decor a little tired,-0.3832
6595,Park Lane Mews Hotel, Small bedrooms shower difficult to access,-0.3612
6596,Park Lane Mews Hotel, Standard rooms a little small,0
6597,Park Lane Mews Hotel, the size of our room felt it was very small,0
6598,Park Lane Mews Hotel, Very average,0
6599,Park Lane Mews Hotel, Needs refurbishment,0
6600,Park Lane Mews Hotel, Trouser press and AC broken,-0.4767
6601,Park Lane Mews Hotel, Bit noisy at night sometimes as window was stuck open ,-0.4019
6602,Park Lane Mews Hotel, terrible room view of wall small tired ,-0.7184
6603,Park Lane Mews Hotel, Decor a bit dated ,0
6604,Park Lane Mews Hotel, Unorganised breakfast service,0
6605,Park Lane Mews Hotel, Overpriced and seedy ,0
6606,Park Lane Mews Hotel, Room was a little small and could do with updating ,0
6608,Park Lane Mews Hotel, in the morning it is a little nosie,0
6609,Park Lane Mews Hotel, Room decoration stuffy and old fashioned,0
6610,Park Lane Mews Hotel, Everything apart from the location Dirty rooms dirty carpets very very over priced,-0.7003
6612,Park Lane Mews Hotel, Excessive noise,0
6613,Park Lane Mews Hotel, noisy ouside in mornings,-0.1779
6614,Park Lane Mews Hotel, Very expensive for what you get ,0
6615,Park Lane Mews Hotel, Noisy area of town Very tired hotel and smelt musty ,-0.5984
6618,Park Lane Mews Hotel, Somewhat tired,-0.3832
6619,Park Lane Mews Hotel, Really dirty floor rug Bad toilet vad flush ,-0.7713
6620,Park Lane Mews Hotel, No wake up call Noisy a c,-0.4404
6621,Park Lane Mews Hotel, The service at breakfast let them down,0
6622,Park Lane Mews Hotel, Noise from outside at night,0
6625,Park Lane Mews Hotel, pre paid breakfast cant be canceled,0
6626,Park Lane Mews Hotel, Bar prices very high,0
6628,Park Lane Mews Hotel, very small rooms very old furniture,0
6629,Park Lane Mews Hotel, Very dated needs a refurb,0
6632,Park Lane Mews Hotel, outdated small room,0
6634,Park Lane Mews Hotel, dearty to expensive old,0
6635,Park Lane Mews Hotel, the whole place could do with a face lift,0
6636,Park Lane Mews Hotel, bins at 7am ,0
6637,Park Lane Mews Hotel, Rude staff No breakfast stuff was out for us We had to ask for everything Over priced tiny rooms ,-0.6369
6638,Park Lane Mews Hotel, Beds very uncomfortable,-0.4391
6640,Park Lane Mews Hotel, Small room Upgraded but don t know if was a real upgrade because it was very small,0
6641,Park Lane Mews Hotel, Decor is worn and tired,-0.6249
6642,Park Lane Mews Hotel, The incompetence of breakfast staff The clueless front of desk staff A smile wouldn t go a miss now and again ,-0.5994
6643,Park Lane Mews Hotel, Taking long time for checking in,0
6644,Park Lane Mews Hotel, Few channels available on tv and no wifi except within the reception area only and small closet ,-0.296
6645,Park Lane Mews Hotel, Stained carpets and peeling paint around windows,0
6646,Park Lane Mews Hotel, not flixable for late checkout,0
6647,Park Lane Mews Hotel, Noisy bin lorry outside at 6am,-0.1779
6648,Park Lane Mews Hotel, Uncomfortable bed and a lot of noise from the street outside so difficult to sleep ,-0.7042
6649,Park Lane Mews Hotel, None,0
6650,Park Lane Mews Hotel, The staff are not well trained,-0.2057
6651,Park Lane Mews Hotel, Old and unclean furniture,0
6652,Park Lane Mews Hotel, Food was not available like it said on menu 24 hours Late night staff were very lazy and unhelpfull,-0.5998
6653,Park Lane Mews Hotel, Room a disgrace,-0.4939
6654,Park Lane Mews Hotel, Decor starting to look tired,-0.4404
6655,Park Lane Mews Hotel, Cost for what was on offer,0
6656,Henry VIII, The pool was of limits as was being cleaned which was a shame couldn t park outside the property we went in to book in came outside already there was a parking attendant by my car air con in room didn t seem to be working,-0.4767
6658,Henry VIII, The only down side was the air con was broken and we wasn t told about it ,-0.4767
6659,Henry VIII, Bathroom was disgusting and shower did not work Hotel in need of complete renovation and the pictures on booking com are nothing like what the hotel is actually like ,-0.4606
6660,Henry VIII, Hotel was very drab Room was supposed to be a double and should never have been anything but a single room Not good value for money Would not go back even if offered a free room ,-0.0549
6661,Henry VIII, There is no aircon in the room Although I double checked and it was actually not specified in the room facilities you would expect it in a 4 star expensive hotel The room was really tiny and without room for two luggages Breakfast was dreadful and I ve eaten it just to feel full for the day but not because I enjoyed it The swimming pool and sauna were the reasons I chose the hotel instead of other options but don t get in this trap the facilities are very very basic sauna very tiny and if you can find another hotel with bigger rooms and nicer breakfast go for it and forget about this hotel ,-0.793
6663,Henry VIII, Tiny tiny rooms need tobe updated was missinformed about the breakfast times and booked train tickets accordingly was told breakfast starts at 07 00 asked the receptionist upon arrival when in fact in weekend it starts at 07 30 ,0
6664,Henry VIII, The decor is a little dated and the sauna could be bigger but that s really the worst thing I can say it s a great place ,-0.1072
6665,Henry VIII, Reception service was friendly but incredibly and frustratingly slow Decor very old fashioned and basic rooms Breakfast poor quality inedible eggs and hot drinks from a row of push button machines,-0.816
6666,Henry VIII, The coffee machine only giving part measures and the television remote did not work It appears it was the wrong one It took quite a while to sort ,-0.1779
6667,Henry VIII, This is no way a 4 star hotel rooms are very small Carpets in hotel need to be replaced especially floor 5 very dirty No air con working Bar had only I white or 1 red spanish wine no sparkling rose or other country Very poor bathrooms no storage or shelf for toiletries Large crack across our sink ,-0.9276
6668,Henry VIII, They froze the 120 cost for the room on the date of booking even though Booking com state no prepayment required When my daughter clerked in they demanded payment from her I called and spoke to two lovely but discussion was difficult as neither appeared to understand me I have a very mild NZ accent often confused as English They are continuing to hold the 120 payment though the stay ended yesterday I want Booking com to look into this matter,-0.6384
6669,Henry VIII, Breakfast was terrible The cook needs a good talking to All the pastries were burnt and the eggs powdered and tasteless and the mushrooms stewed with no flavour One male staff member strutted around with his sleeves rolled up so high on his arms for the purpose of showing his tattoos Very tacky The female staff in the dining room looked very unenthused and stood around talking ,-0.34
6671,Henry VIII, The room was not big enough and not adequate for two people There was no room to go around the bed so that I had to get over my partner to reach the bathroom The A C was down so that we have been sweating the whole night Bathroom was extremely small There was no minibar I had to purchase 6 x mini bottles of water form reception not to die of thirst 1 3 of a liter each at the cost of GBP 7 5 The safe box was down as well Overall a complete disaster I will not recommend the stay at this hotel to anyone I will never go there again ,-0.4642
6674,Henry VIII, The majority of the staff needed to smile and realise that they are paid to serve and look after their customers Chairs and tables for breakfast were dirty Pool sauna were ridiculously small Scrambled egg at breakfast was dry beyond all belief Room was too small for 2 people we spent 4 nights falling over our suitcases I had to laugh when my husband asked for an ironing board it filled the room Painting decorating including sanding happening right outside our bedroom at 8am paint smell noisy cleaners around the same time I think that s all,-0.128
6675,Henry VIII, BASIC ROOM IS TOO SMALL FOR 2 ADULTS,0
6677,Henry VIII, I pretty much disliked everything about the hotel It was old tired and worn The rooms were tiny and outdated Everything seemed done on the cheap from the smallest bottles of shower gel to the low quality pillows ,-0.6908
6678,Henry VIII, The staff here ruined my experience in London completely They were rude dismissive and didn t care for customer service whatsoever Our shower had no running water so I called reception and they said maintenance would be there within an hour 2 hours later and they still didn t call me back So I went to the lobby and asked what was going on because I needed to shower and leave the hotel for my flight and the lady at reception hadn t even called maintenance I asked if they could just give me another room I could shower in and she said she would ask and let me know within 10 minutes I waited in my room for another hour and she never got back to me Eventually my friends and I couldn t wait any longer because we would ve missed our flight so we did not shower and checked out and left When I came to check out the lady at reception asked so did u find a solution to the shower situation And I had no idea how to respond because not only did they not care to call maintenance but they couldn t even give me another room or even call me back to let me know what was going on The staff here are definitely incompetent and I would not recommend staying here unless it s only for a quick one night stay ,-0.7439
6682,Henry VIII, The worst hotel I have ever stayed at I came back to our room at night and found other people in my room The staff were so unorganised it was incredible Rooms are horrible and the second room they gave me seemed to be next to the train or tube tracks Impossible to sleep ,-0.8344
6685,Henry VIII, I fail to see how this is a 4 hotel The room was cramped big cracks in the sick carpets stained and shredded Chairs in the dining room were stained and dirty Whilst there we were also not advised that construction work would be starting in the next room at 8am Monday morning which we were not pleased with All in all this was a complete nightmare stay and frankly not worth the money we paid We will not be staying here again Absolutely shocking hotel ,-0.941
6688,Henry VIII, I booked a basic double and got a 7 2 sqm dirty stinking prison cabinet broken bed could only be entered by crawling over the foot end Unsafe exit automatic doors didn t open 25 minutes for check in When I returned to ask for the double room as booked they just said take it or leave it but you will have to pay anyway Ergo Do not go there fraud and unsafe ,-0.4482
6689,Henry VIII, First way too small room especially after what they charge Secondly AC doesn t work Third Receptionists are the worst that I have seen in my life Fourth No room service So even if u want a spoon u have to go and get from reception,-0.7184
6692,Henry VIII, The room was a single room sold as a double There was not room for us to both walk in it More suitable for backpackers Hugely over priced and not work the money at all Overall hotel is tired but the room has to be the worse I have ever stay I didn t even bother to stay for breakfast ,-0.8481
6694,Henry VIII, Staff was unservers unfortunately This hotel wasn t 4 stars Perhaps between 2 3 ,-0.34
6695,Henry VIII, My partner got food poisoning from the breakfast has been violently sick ever since I m absolutely devastated ,-0.945
6696,Henry VIII, Squeaky floors no air conditioning,-0.296
6697,Henry VIII, Nothing it was perfect,-0.4585
6698,Henry VIII, I found the whole experience very deflating The hotel smells very old and I would give it a 1 or maximum 2 star rating The carpet is worn away and the furniture and upholstery is all extremely old The place smells old The receptionist could not understand anything I was saying ,-0.296
6700,Henry VIII, They put us up in the smallest room we could tell by the fire map on the wall which was tiny and a bit challenging for two adults to maneuver around in the mornings The aircon in the room was taped in the middle and would only stay on for a few seconds before shutting itself off We could of course have complained but we were only there for two nights and had already unpacked so it was a bit of an inconvenience ,-0.6705
6701,Henry VIII, I booked a double but was put in a twin when I asked to be moved I was told the room size is the same I explained I would like a double bed so was moved Air con is in the rooms but doesn t work although an electric fan was supplied However it was during the heatwave so it just wasn t enough so I slept badly due to the heat Restaurant only serves breakfast there s lots of places for food nearby though but not ideal if like me you re uncomfortable eating out alone Swimming pool changing rooms are just a hanging curtain next to the pool ,-0.8904
