Hotel_Name,Positive_Review
NH Carlton Amsterdam, The position is great breakfast is good and the staff are good 
NH Carlton Amsterdam, The location was great very central to city centre transport places of interest
NH Carlton Amsterdam, Location in the center 
NH Carlton Amsterdam, Location was good
NH Carlton Amsterdam, Me and my partner always stay here we come to Amsterdam around 2 3 times a year and absolutely love the nh Carlton staff are lovely and rooms are always spotless Plus it s only a short walk from all tourist areas 
NH Carlton Amsterdam, Great staff genuinely helpful
NH Carlton Amsterdam, The rooms lacked light and the heating didn t work 
NH Carlton Amsterdam, The staff especially deserie she was amazing
NH Carlton Amsterdam, Good location clean
NH Carlton Amsterdam, location
NH Carlton Amsterdam, I thought the rooms were very clean and staff were friendly and helpful The breakfast voice was also very good and decent food The shower and bath in the room were excellent and the TV was massive 
NH Carlton Amsterdam, Early response from staff was not satisfying but upon my comments it was satisfactory In fact my wife developed a medical condition on our last night and night staff at front office was extremely extremely supportive capably handled the medical support Much appreciated My request for late check out due to my wife s health was also accommodated without charge by Amey who provided all necessary information about local pharmacies and translation to get some medicines Grateful indeed 
NH Carlton Amsterdam, Very good location everything in 10 min wolk maximum
NH Carlton Amsterdam, Breakfast was excellent
NH Carlton Amsterdam, The staff were extremely helpful and friendly at every request The check out time for Sunday was 5pm The room was clean very spacious and comfortable with balcony The hotel exceeded our expectations 
NH Carlton Amsterdam, Room was very nice and comfortable staff were friendly
NH Carlton Amsterdam, We arrived early 11 30 check in isn t until 3 so when we finally got room at 2 they ungraded us because of the wait We were delighted staff were very nice
NH Carlton Amsterdam, Location is perfect and everything you need will be walking distance Room was clean and the beds were comfy
NH Carlton Amsterdam, The staff are very friendly and helpful and totally cater to customers during there stay
NH Carlton Amsterdam, Location couldnt have been better right next to flower market and easy walk to Dam square Staff on reception helpful and pleasant from the moment we arrived to when we left We were upgraded to a room with a balcony as there were no rooms with doubles left when we arrived 
NH Carlton Amsterdam, Staff were very helpful and friendly Our room had a lovely balcony with view of front Was nice that all staff knew it was our anniversary nice bottle of bubbly waiting for us Really recommend this hotel for the location yea it s a bit dated but u won t regret the ease of getting around and finding local restaurants bars and cofeeshops 
NH Carlton Amsterdam, Location very good and reception staff helpful albeit a little slow 
NH Carlton Amsterdam, Location is fantastic
NH Carlton Amsterdam, The location is fab 5mins from dam square 10 mins from central train station Walk Across the rd great pub rembrant sq on the next street 2 min walk 
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam, Staff were incredibly friendly and helpful The location could not have been better 
NH Carlton Amsterdam, Strangely in this rather dilapidated worn down hotel they get some of the most important things right like the bed the linens the TV Even the room service is quite OK if somewhat limited The staff is also competent The location cannot be beat if you are interested in touristing in A dam 
NH Carlton Amsterdam, Great location
NH Carlton Amsterdam, Location Balcony view was great 
NH Carlton Amsterdam, Location was excellent Room was great we had a good view over Amsterdam from the sixth floor and the bed was so comfy 
NH Carlton Amsterdam, The staff are excellent and extremely friendly Location is excellent of course Less than a 5 min walk to Rembrandt square 
NH Carlton Amsterdam, The location is excellent Very central 
NH Carlton Amsterdam, The location is great Staff is friendly
NH Carlton Amsterdam, Location Cleanliness Food 
NH Carlton Amsterdam, Location and breakfast 
NH Carlton Amsterdam, Not sure if I liked anything about this hotel 
NH Carlton Amsterdam, The location is great in the middle of the city very easy to navigate
NH Carlton Amsterdam, Excellent location staff and general cleanliness 
NH Carlton Amsterdam, The location was excellent Breakfast was very good with wide selection of food The staff in the breakfast room were very good 
NH Carlton Amsterdam, The location
NH Carlton Amsterdam, The Location is the Best in Amsterdam Staff is very helpfull 
NH Carlton Amsterdam, The location of this hotel was great It was close to restaurants and tram stops to get around The Dam square is a few minutes walk and is beautiful
NH Carlton Amsterdam, Great location 
NH Carlton Amsterdam, Staff here were incredibly helpful throughout very happy and made our stay the best it could be with their help and advice 
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam, Loved how friendly and welcoming the staff were Very helpful The male trainee that was working was lovely and helped us out Also the lady that served us as well was very helpful 
NH Carlton Amsterdam, the location the bed
NH Carlton Amsterdam, Great location some of the staff were lovely very helpful 
NH Carlton Amsterdam, The location is really good it s close to the main squares Rembrandt and Dam with great shops everywhere Have breakfast at B B breakfast and lunch bar it s lovely 
NH Carlton Amsterdam, Clean and comfortable room with beautiful view Location was perfect and everything was within walking distance we would definately stay again Staff were friendly and they Also had the best hot chocolate available in the cafe attached 
NH Carlton Amsterdam, The location was very good with transport and bars and restaurants on the door step
NH Carlton Amsterdam, Location was perfect beautiful city view from private balcony from our hotel room quite clean not too modern but still nice I would definitely come back to that hotel 
NH Carlton Amsterdam, The deluxe room we were moved to The receptionist wasted no time moving us to a fresh room 
NH Carlton Amsterdam, Location is perfect close to best attractions in Amsterdam Friendly staff old facilities but comfortable in general Price convenient Breakfast was really good 
NH Carlton Amsterdam, I really thought it was clean Its located within walking distance to everything Some staff really nice
