,Hotel,Review,Score
50474,Rosewood London, Only grip is breakfast over priced and not to same standard as evening meals,0
50475,Rosewood London, nothing,0
50478,Rosewood London, Nothing,0
50481,Rosewood London, The standard of housekeeping was poor in some areas but addressed quickly when reported ,-0.2617
50482,Rosewood London, That we had to leave,-0.0516
50483,Rosewood London, I dont have a single complaint,-0.296
50484,Rosewood London, Nothing,0
50492,Rosewood London, Nowt,0
50493,Rosewood London, gym could use more equipment and space,0
50496,Rosewood London, Nothing at all,0
50504,Rosewood London, Nothing,0
50512,Rosewood London, Nothing to report,0
50513,Rosewood London, Nothing,0
50516,Rosewood London, Nothing,0
50517,Rosewood London, Bathroom towels,0
50518,Rosewood London, The weather outside,0
50519,Rosewood London, Very expensive But you pay for what you get ,-0.1531
50521,Rosewood London, Breakfast was a little slow but nothing to concern me ,0
50523,Rosewood London, Not a thing,0
50525,Rosewood London, Location is a bit far from everything Its located in an office area ,0
50526,Rosewood London, Nothing,0
50527,Rosewood London, Nothing,0
50528,Rosewood London, Nothing,0
50529,Rosewood London, Price,0
50530,Rosewood London, ,0
50531,Rosewood London, it rained,0
50537,Rosewood London, N A,0
50539,Rosewood London, Having to leave,-0.0516
50540,Rosewood London, The breakfast is a little bit expensive ,0
50542,Rosewood London, Nothing,0
50545,Rosewood London, Nothing,0
50547,Rosewood London, Nothing,0
50549,Rosewood London, Location of hotel,0
50552,Rosewood London, The room furniture is too classic and the big dining table in the room is out of place ,0
50553,Rosewood London, Nothing,0
50556,Rosewood London, NA,0
50558,Rosewood London, nothing,0
50567,Rosewood London, Our room had a terrible view One more chair would have been nice ,-0.0772
50570,Rosewood London, no swimming pool,-0.296
50571,Rosewood London, Breakfast average rooms little small considering the price ,0
50574,Rosewood London, Room a little dark no swimming pool,-0.2315
50575,Rosewood London, Noisy bar Why loud music when people want to talk ,-0.1027
50576,Rosewood London, room and showering facility,0
50583,Rosewood London, Food in Holborn dining room ,0
50588,Rosewood London, No breakfast included ,-0.296
50592,Rosewood London, Nothing,0
50594,Rosewood London, Nothing,0
50595,Rosewood London, Restaurant staff service and behaviour,0
50596,Rosewood London, Obtaining a pot of tea or coffee at breakfast was slow ,0
50598,Rosewood London, The only downside was the air con for the corridor was outside my room which made a noise all night,-0.25
50599,Rosewood London, Nothing,0
50600,Rosewood London, Nothing,0
50601,Rosewood London, Breakfast was a bit of a shambles service was slow and unorganised,0
50602,Rosewood London, I think that the hotel should put more effort on rooms interior design,0
50609,The One Barcelona GL, The only problem we found were the jets not working in the spa pool that was it ,-0.4019
50610,The One Barcelona GL, We had to pay our room bill already up front which I find quite unusual an made my first impression rather negative I had to pay again when checking out open room service bill so do not understand why we had to pay when we just arrived apart that it s apparently company policy ,-0.6124
50611,The One Barcelona GL, Having to wait for two hours to check in when I d requested an early check in The deluxe room disappointing with a view of a wall Prices way over the top re roof top dining Even for 5 star hotel,-0.1531
50615,The One Barcelona GL, We had two rooms One of our rooms encountered noise problem with the shower drainage twice in the middle of the night but the hotel moved us the next day ,-0.2144
50616,The One Barcelona GL, No special remarks to raise ,-0.3089
50617,The One Barcelona GL, Nothing ,0
50622,The One Barcelona GL, Cottons comes out from the carpet under the bed and from towels and sticks to ur hair ,0
50623,The One Barcelona GL, Was obvious the hotel was new as when busy everyone seemed a little out of control The breakfast menu should have been broken up into individual dishes as the two options were too much food The lifts could be a problem and had a mind of their own when trying to get to the terrace and pool Around the pool they should have had a couple more beds instead of table and chairs ,-0.7003
50624,The One Barcelona GL, The room design is a little unusual whereby the entrance area to the room is sort of part of the bathroom Little or no possibility to hang things up ,-0.2315
50625,The One Barcelona GL, slightly disappointed as my cashmere disappeared from my luggage ,-0.5729
50630,The One Barcelona GL, View from my room it was a wall The breakfast is not great cheap and you can not choose la carte but not very tasty ,-0.284
50631,The One Barcelona GL, Room appeared to be small Maybe they could do without the large reading chair in the room ,0
50633,The One Barcelona GL, Nothing ,0
50634,The One Barcelona GL, Room design is awkward Lift sound is heard in the room Breakfast good but limited choices ,-0.1779
50635,The One Barcelona GL, Coffee was so bad and pork in most courses ,-0.6696
50636,The One Barcelona GL, The room view was a bit disapointing the window was facing the building wall ,0
50639,The One Barcelona GL, The welcoming at reception was not really professional Very basic and poor for a Five Star hotel ,-0.1189
50640,The One Barcelona GL, n a ,0
50644,The One Barcelona GL, Nothing at all,0
50646,The One Barcelona GL, ,0
50649,The One Barcelona GL, Bit out if the way from the beach Expensive for what it offers ,0
50650,The One Barcelona GL, The rooms are too small,0
50651,The One Barcelona GL, nothing,0
50653,The One Barcelona GL, nothing ,0
50654,The One Barcelona GL, Not applicable,0
50655,The One Barcelona GL, Breakfast is not A buffet and fried egg is the worst than I cooked at home ,-0.6249
50656,The One Barcelona GL, Work out room had a bad smell,-0.5423
50657,The One Barcelona GL, Nothing ,0
50663,The One Barcelona GL, The room is little bit small ,0
50664,The One Barcelona GL, Breakfast should be included at that price ,0
50665,The One Barcelona GL, Low season so quiet restaurants,-0.2732
50666,The One Barcelona GL, the pool is more of an elongated bath tub,0
50667,The One Barcelona GL, Breakfast selections and coffee,0
50669,The One Barcelona GL, Nothing,0
50670,The One Barcelona GL, Considering that kind of hotel and the rate breakfast was very poor Nothing compared to other same level hotels ,-0.5256
50671,The One Barcelona GL, I feel at that price breakfast should be included ,0
50674,The One Barcelona GL, Small gym,0
50675,The One Barcelona GL, Expensive for the quality,0
50677,The One Barcelona GL, Nothing,0
50678,The One Barcelona GL, Breakfast,0
50680,The One Barcelona GL, Breakfast too expensive SPA was small ,0
50683,The One Barcelona GL, Gym which have poor equipment,-0.4767
50684,The One Barcelona GL, Small gym with poor equipment ,-0.4767
50685,The One Barcelona GL, Spa didn t open until 11am on Sunday which made it difficult to visit it ,-0.3612
50686,The One Barcelona GL, The internet kept disconnecting every time you moved around the room,0
50690,Shangri La Hotel at The Shard London, Absolutely nothing,0
50692,Shangri La Hotel at The Shard London, The cost of one night is as much as I d usually pay for a week abroad ,-0.1027
50693,Shangri La Hotel at The Shard London, Lack of a business centre capability is a little strange and the gym equipment could be more up to date Note to travellers London bridge is great for using underground if u need airport forget taxi it takes too long and is ridiculously expensive,-0.2516
50694,Shangri La Hotel at The Shard London, TV,0
50699,Shangri La Hotel at The Shard London, Service in lounge bar poor both pot of tea in afternoon and evening meal Food itself good so it s a shame ,-0.5106
50701,Shangri La Hotel at The Shard London, nothing,0
50704,Shangri La Hotel at The Shard London, The elevator makes an annoying sound when it is windy outside Hope it is not Renzo Piano s fault ,-0.3612
50706,Shangri La Hotel at The Shard London, N A,0
50708,Shangri La Hotel at The Shard London, We were unfortunately caught up in the terrorist attack on London Bridge and the duty manager on the night was absolutely awful and offered us no help whatsoever in fact he was dismissive and rude We were stranded outside of the hotel and could not gain access all we asked was whether they could send our baggage home if we made our way to Waterloo as we had nowhere to go or stay to which he responded if you leave London without your baggage it is at your own risk Not what you d expect in such a situation from a hotel that is obviously aimed at the luxury market The cocktails in the bar were super expensive but very poor in quality I accept cheap and poor or expensive and amazing ,-0.8626
50710,Shangri La Hotel at The Shard London, Nothing ,0
50711,Shangri La Hotel at The Shard London, Bar service very slow and price very high From the window in our room we could see into someone elses bathroom exactly where the toilet was When I told staff of this their reply was that the people had been told of this highly doubt that Breakfast was awful I paid for breakfast on arrival was given a bill after finishing the worst buffet breakfast ever known everything was cold just scraps left luke warm tea and coffee Told staff id already paid they say its not on the system On check out they again say its not on their system then find it and say still a balance to pay four people buffet breakfast with tea and coffee 140 2nd time here and this time it really had gone down hill and was no where near worth the cost Still getting charges of room service come through now when i was told mini bar charges would be taken out of the deposit money we never had room service ,-0.9168
